domain,method,cost_mean,violation_rate_mean,observed_risk_mean,ece_mean,compute_ms_mean
classic_control,calibration_no_ccr,67.5494194157295,0.044444444444444446,0.3333333333333333,0.28062718655536817,8.704845555217211
classic_control,ccr_mpc,40.532566504948726,0.0,0.0,0.25912974640883385,10.557827777989182
classic_control,ccr_no_calibration,39.98633291724958,0.0,0.0,0.23737248983318043,7.580268332660328
classic_control,chance_constrained_mpc,40.02444532587429,0.027777777777777776,0.3333333333333333,0.06349249126984122,7.490973334157995
classic_control,conformal_decision_baseline,44.231100459243486,0.03888888888888889,0.4444444444444444,0.23443631667338025,8.686241666711997
classic_control,conformal_prediction_mpc,39.64974808876312,0.0,0.0,0.2983049146774575,8.735998889622149
classic_control,conformal_risk_non_ccr,39.70983273017343,0.0,0.0,0.3190881600453844,8.578722221944998
classic_control,cvar_ra_mppi,39.919703582957844,0.0,0.0,0.20555500000000002,8.589856111050015
classic_control,disagreement_only,46.895116987306295,0.01666666666666667,0.2222222222222222,0.17814815093412728,8.547317222514216
classic_control,domain_randomized_mpc,40.348325088636884,0.0,0.0,0.09444433333333332,7.884635556547437
classic_control,ensemble_uncertainty_penalty,45.440888567763174,0.0,0.0,0.4610574729048886,7.581461666672516
classic_control,oracle_mpc,39.70332821751082,0.0,0.0,1.0000000000066612e-06,7.240903888466871
classic_control,prediction_calibrated_penalty,40.00008837140999,0.005555555555555556,0.1111111111111111,0.2673574106458946,8.319775555476857
classic_control,regret_only,55.15467843623565,0.0,0.0,0.12638382125471254,8.653658889266403
classic_control,robust_mpc,40.01382675330458,0.0,0.0,0.06825435158730156,7.642813334112159
classic_control,soda_like_fallback,80.71893106672972,0.0,0.0,0.4362110409741153,8.455156666766722
classic_control,sysid_mpc,39.7432096201222,0.0,0.0,0.18574808379308838,7.846438889343214
classic_control,vanilla_mppi,39.64605566812403,0.0,0.0,0.1222225333333333,7.505191111219271
classic_control,violation_tail_only,55.074226551947135,0.0,0.0,0.26491295051466085,8.776024444927721
dynamic_bicycle_car,calibration_no_ccr,3.5653146980310146,0.025252525252525235,0.3333333333333333,0.21138841741661898,8.50726212119105
dynamic_bicycle_car,ccr_mpc,3.768241858964456,0.025252525252525235,0.3333333333333333,0.17685682932612845,10.663645454438996
dynamic_bicycle_car,ccr_no_calibration,3.938699679447755,0.025252525252525235,0.3333333333333333,0.040402391764921115,7.693590909331411
dynamic_bicycle_car,chance_constrained_mpc,11.41852719194001,0.25757575757575757,0.3333333333333333,1.0000000000568954e-06,7.73991060571397
dynamic_bicycle_car,conformal_decision_baseline,3.5271584779797496,0.025252525252525235,0.3333333333333333,0.11065365133983261,8.756492424061324
dynamic_bicycle_car,conformal_prediction_mpc,3.59754653723539,0.025252525252525235,0.3333333333333333,0.05677973439777394,8.539419192094662
dynamic_bicycle_car,conformal_risk_non_ccr,3.551222532022117,0.025252525252525235,0.3333333333333333,0.0555428797720319,8.38375100989431
dynamic_bicycle_car,cvar_ra_mppi,3.5412873720378766,0.025252525252525235,0.3333333333333333,0.04040437373737374,8.812596969279422
dynamic_bicycle_car,disagreement_only,3.5899587099099515,0.025252525252525235,0.3333333333333333,0.10181303128443393,8.716397474706879
dynamic_bicycle_car,domain_randomized_mpc,3.628858338883278,0.025252525252525235,0.3333333333333333,0.04040437373737374,7.871792423732889
dynamic_bicycle_car,ensemble_uncertainty_penalty,3.709532059907071,0.025252525252525235,0.3333333333333333,0.041082479476522465,7.8112888889272005
dynamic_bicycle_car,oracle_mpc,3.486864089335598,0.025252525252525235,0.3333333333333333,1.0000000000011619e-06,7.257925252494228
dynamic_bicycle_car,prediction_calibrated_penalty,4.026327200087509,0.025252525252525235,0.3333333333333333,0.08826637255038933,8.646871212201376
dynamic_bicycle_car,regret_only,3.5708793050430625,0.025252525252525235,0.3333333333333333,0.1602160666967548,8.798197979834214
dynamic_bicycle_car,robust_mpc,3.6077390772900753,0.025252525252525235,0.3333333333333333,1.0000000000011619e-06,8.08751464677643
dynamic_bicycle_car,soda_like_fallback,3.5469046731920155,0.025252525252525235,0.3333333333333333,0.1839906896812343,8.522718182042938
dynamic_bicycle_car,sysid_mpc,3.5637544828144203,0.025252525252525235,0.3333333333333333,0.0023158411016005,8.022377273359458
dynamic_bicycle_car,vanilla_mppi,3.560916017699908,0.025252525252525235,0.3333333333333333,1.0000000000011619e-06,7.705710606865297
dynamic_bicycle_car,violation_tail_only,3.55751927025567,0.025252525252525235,0.3333333333333333,0.06731917188973274,9.120369697668158
planar_quadrotor,calibration_no_ccr,44.58492975399242,0.05555555555555553,0.3333333333333333,0.2043892834244698,8.518174747205011
planar_quadrotor,ccr_mpc,32.83217419375875,0.0,0.0,0.35678449239470456,11.003019696738303
planar_quadrotor,ccr_no_calibration,32.225636490966835,0.005050505050505045,0.1111111111111111,0.29445791169966573,7.9178252518900205
