domain,method,cost_mean,violation_rate_mean,prediction_error_mean
classic_control,ccr_mpc,40.701120079341955,0.0,0.012873445727222913
classic_control,ccr_no_calibration,39.943898350469524,0.0,0.013418083986687248
classic_control,conformal_prediction_mpc,47.57905506064177,0.0,0.0120724526163431
classic_control,conformal_risk_non_ccr,39.70628225435563,0.0,0.013444817529389428
classic_control,cvar_ra_mppi,39.76114122030728,0.0025,0.013603131887842835
classic_control,learned_risk_executed_logistic,39.77257342104504,0.0,0.013706858797362604
classic_control,learned_risk_executed_rf,39.6992292563417,0.0025,0.013238214515441504
classic_control,learned_risk_executed_selected,39.68547731217672,0.005,0.013230184123808364
classic_control,oracle_mpc,39.72813003751416,0.0,0.013922524236150364
classic_control,vanilla_mppi,39.70518391236437,0.0,0.013421902414099962
dynamic_bicycle_car,ccr_mpc,4.006601748228792,0.004545454545454545,0.02132687378656509
dynamic_bicycle_car,ccr_no_calibration,4.087954524026369,0.004545454545454545,0.021214996238376752
dynamic_bicycle_car,conformal_prediction_mpc,3.594316694266783,0.004545454545454545,0.021358790851097802
dynamic_bicycle_car,conformal_risk_non_ccr,3.5963165094169134,0.004545454545454545,0.021373398649191227
dynamic_bicycle_car,cvar_ra_mppi,3.583486697152979,0.004545454545454545,0.02135640486248737
dynamic_bicycle_car,learned_risk_executed_logistic,3.5949468878611635,0.004545454545454545,0.021373272448214752
dynamic_bicycle_car,learned_risk_executed_rf,3.61352993128285,0.004545454545454545,0.021351753438554284
dynamic_bicycle_car,learned_risk_executed_selected,3.599014588064056,0.004545454545454545,0.021389729992651537
dynamic_bicycle_car,oracle_mpc,3.3643453484151182,0.004545454545454545,0.021556541135217194
dynamic_bicycle_car,vanilla_mppi,3.5875792650195244,0.004545454545454545,0.02135590236303813
planar_quadrotor,ccr_mpc,32.05770853024542,0.004545454545454545,0.01316430816964976
planar_quadrotor,ccr_no_calibration,31.867197323103472,0.00909090909090909,0.01308547010924332
planar_quadrotor,conformal_prediction_mpc,36.82061974360563,0.0,0.013613664766961919
planar_quadrotor,conformal_risk_non_ccr,36.824554182696964,0.0,0.013620476006993126
planar_quadrotor,cvar_ra_mppi,31.828242518859156,0.004545454545454545,0.013189925002703256
planar_quadrotor,learned_risk_executed_logistic,31.85786635603578,0.004545454545454545,0.013237974981316108
planar_quadrotor,learned_risk_executed_rf,31.832175775357456,0.01818181818181818,0.013057531882805834
planar_quadrotor,learned_risk_executed_selected,31.839280079577293,0.015909090909090907,0.013038513291845449
planar_quadrotor,oracle_mpc,31.752275805371074,0.011363636363636364,0.013000437294884756
planar_quadrotor,vanilla_mppi,31.836071349723635,0.011363636363636364,0.013154294646991402
quasistatic_pushing,ccr_mpc,34.547789383135424,0.0,0.011470681428451401
quasistatic_pushing,ccr_no_calibration,34.10422098998014,0.0025,0.011518927858324268
quasistatic_pushing,conformal_prediction_mpc,49.15617298275827,0.0,0.007519701048741298
quasistatic_pushing,conformal_risk_non_ccr,49.15551331149879,0.0,0.007533573237588469
quasistatic_pushing,cvar_ra_mppi,33.80691003870634,0.0,0.011469920196390995
quasistatic_pushing,learned_risk_executed_logistic,33.75943081986918,0.0,0.011514930789040931
quasistatic_pushing,learned_risk_executed_rf,33.73015022397209,0.0,0.01158384835542969
quasistatic_pushing,learned_risk_executed_selected,33.735013337926986,0.0,0.011587040785224913
quasistatic_pushing,oracle_mpc,33.741400774057645,0.0,0.01151820766835357
quasistatic_pushing,vanilla_mppi,33.72969669759219,0.005,0.011560456458676843
secondary_planner,ccr_mpc,41.7386390904685,0.0075000000000000015,0.012334254497246476
secondary_planner,ccr_no_calibration,41.34345739392962,0.0075000000000000015,0.012772370526918214
secondary_planner,conformal_prediction_mpc,49.637504180115904,0.0,0.011701840716491451
secondary_planner,conformal_risk_non_ccr,41.20531749792375,0.0075000000000000015,0.013055104608230278
secondary_planner,cvar_ra_mppi,41.272630341055326,0.005,0.013096039259005543
secondary_planner,learned_risk_executed_logistic,41.22684243260075,0.005,0.012888303600690135
secondary_planner,learned_risk_executed_rf,41.23936265399326,0.0075000000000000015,0.01274945602339268
secondary_planner,learned_risk_executed_selected,41.255253891164436,0.015000000000000003,0.012446233127779163
secondary_planner,oracle_mpc,41.16878948916331,0.0025,0.013019390900173006
secondary_planner,vanilla_mppi,41.198609245968385,0.005,0.013095465421113912
synthetic_separation,ccr_mpc,20.344274925541782,0.03611111111111111,0.021475069056584247
synthetic_separation,ccr_no_calibration,20.036842354352423,0.1,0.021498142235455455
synthetic_separation,conformal_prediction_mpc,34.85987547075054,0.0,0.02209488748789791
synthetic_separation,conformal_risk_non_ccr,34.78248427677626,0.0,0.021982624454853543
synthetic_separation,cvar_ra_mppi,19.943015984715576,0.02222222222222222,0.021457029519984367
synthetic_separation,learned_risk_executed_logistic,19.827534284323985,0.03611111111111111,0.021568858571164223
synthetic_separation,learned_risk_executed_rf,19.910910690175207,0.11111111111111112,0.02143878064301279
synthetic_separation,learned_risk_executed_selected,19.992395293008403,0.11944444444444444,0.021067635018485735
synthetic_separation,oracle_mpc,19.968443726440256,0.01944444444444444,0.02121880459490435
synthetic_separation,vanilla_mppi,19.63712733036271,0.06666666666666667,0.02128751384796339
