domain,method,cost_mean,violation_rate_mean,prediction_error_mean
classic_control,calibration_no_ccr,52.39476806049261,0.0,0.009486362286691152
classic_control,ccr_mpc,42.87015207901287,0.0,0.012462742188158437
classic_control,ccr_no_calibration,42.17209054564915,0.0025,0.012872351289360012
classic_control,chance_constrained_mpc,42.27552058170785,0.0225,0.010815132942823191
classic_control,conformal_decision_baseline,55.03122255275689,0.0125,0.009050819006865789
classic_control,conformal_prediction_mpc,50.20003233807555,0.0,0.01173166481873072
classic_control,conformal_risk_non_ccr,42.047183867454635,0.0025,0.013220820366713662
classic_control,cvar_ra_mppi,42.10021096824441,0.0,0.013303887245209109
classic_control,disagreement_only,55.34659023761102,0.0125,0.009183838815221095
classic_control,domain_randomized_mpc,42.08828259824578,0.0,0.013210034693495038
classic_control,ensemble_uncertainty_penalty,42.76725527437943,0.0025,0.012296931991799395
classic_control,oracle_mpc,42.01106563868096,0.0,0.013189047556615296
classic_control,prediction_calibrated_penalty,42.73092808946445,0.0025,0.010847850828600989
classic_control,regret_only,73.23474197045246,0.0,0.010208561760661273
classic_control,robust_mpc,42.096526190059485,0.0,0.013311837082837851
classic_control,soda_like_fallback,82.90790360285776,0.0,0.010076301261508974
classic_control,sysid_mpc,42.14859803378565,0.0125,0.012403399974023486
classic_control,vanilla_mppi,42.01195743777658,0.0,0.012981034797594932
classic_control,violation_tail_only,82.90790360285776,0.0,0.010076301261508974
dynamic_bicycle_car,calibration_no_ccr,13.370686250177656,0.14090909090909093,0.019064236473323597
dynamic_bicycle_car,ccr_mpc,3.6630350628806987,0.006818181818181818,0.021269258175384203
dynamic_bicycle_car,ccr_no_calibration,3.7638933645751513,0.00909090909090909,0.021215209069107864
dynamic_bicycle_car,chance_constrained_mpc,8.313877515599394,0.15,0.02020432156020612
dynamic_bicycle_car,conformal_decision_baseline,3.4716539587406343,0.006818181818181818,0.021336681171936836
dynamic_bicycle_car,conformal_prediction_mpc,3.278106773384935,0.006818181818181818,0.021297330679643785
dynamic_bicycle_car,conformal_risk_non_ccr,3.2957383312828954,0.00909090909090909,0.021322904952783394
dynamic_bicycle_car,cvar_ra_mppi,3.262966256361853,0.00909090909090909,0.02132975114682876
dynamic_bicycle_car,disagreement_only,3.3565432961396326,0.006818181818181818,0.021302992239682562
dynamic_bicycle_car,domain_randomized_mpc,3.27698163365942,0.006818181818181818,0.021356086380719563
dynamic_bicycle_car,ensemble_uncertainty_penalty,3.2504304386472933,0.00909090909090909,0.021274002703001248
dynamic_bicycle_car,oracle_mpc,3.033336191031206,0.006818181818181818,0.021630581539996384
dynamic_bicycle_car,prediction_calibrated_penalty,3.774898036203472,0.006818181818181818,0.02035219720080706
dynamic_bicycle_car,regret_only,3.289001914412217,0.006818181818181818,0.021243397009933364
dynamic_bicycle_car,robust_mpc,3.2656313019791385,0.006818181818181818,0.02135313096778662
dynamic_bicycle_car,soda_like_fallback,8.128710354833757,0.11136363636363637,0.019232925134675956
dynamic_bicycle_car,sysid_mpc,3.0996696690268024,0.006818181818181818,0.021236070021606112
dynamic_bicycle_car,vanilla_mppi,3.2565243250829568,0.006818181818181818,0.021312361909338252
dynamic_bicycle_car,violation_tail_only,3.30809281306774,0.006818181818181818,0.021263839805848304
planar_quadrotor,calibration_no_ccr,41.23446283222564,0.03636363636363636,0.013360317204252747
planar_quadrotor,ccr_mpc,30.56148912148776,0.01818181818181818,0.013279759144818304
planar_quadrotor,ccr_no_calibration,30.43701907440152,0.022727272727272728,0.01315805527741109
planar_quadrotor,chance_constrained_mpc,30.758759162139324,0.045454545454545456,0.012712622573315577
planar_quadrotor,conformal_decision_baseline,32.84512311167528,0.02954545454545455,0.012993887687251581
planar_quadrotor,conformal_prediction_mpc,34.93523133524479,0.0022727272727272726,0.013707014582198428
planar_quadrotor,conformal_risk_non_ccr,34.925574059669856,0.0,0.013690379019896235
planar_quadrotor,cvar_ra_mppi,30.308896653683167,0.01818181818181818,0.013254998349400204
planar_quadrotor,disagreement_only,32.87730129587311,0.034090909090909095,0.012981114160408596
planar_quadrotor,domain_randomized_mpc,30.291628082295112,0.025,0.013225717286276233
planar_quadrotor,ensemble_uncertainty_penalty,31.177176823304233,0.05,0.012753838178835339
planar_quadrotor,oracle_mpc,30.21826872382448,0.015909090909090907,0.01319403078069264
planar_quadrotor,prediction_calibrated_penalty,30.960467852094336,0.03636363636363636,0.013130772803309963
