split,risk_model,n,positive_rate,brier,roc_auc,threshold,accept_rate,accepted_failure_rate,accepted_count
validation_seed_3,logistic,9272,0.2512942191544435,0.04538043198111751,0.9724368557131252,0.9999415953634321,0.8803925798101812,0.14994487320837926,8163.0
heldout_seed_4,logistic,9272,0.23770491803278687,0.04715421386934397,0.9719198488728114,0.9999484106507337,0.896786022433132,0.14996993385447985,8315.0
validation_seed_3,random_forest,9272,0.2512942191544435,0.03947631996459407,0.9809577331735791,0.9960963706506695,0.8789905090595341,0.14822085889570552,8150.0
heldout_seed_4,random_forest,9272,0.23770491803278687,0.04087727758576653,0.9784439748895098,0.99610922848189,0.896786022433132,0.14996993385447985,8315.0
