method,score,alpha,split,threshold,cal_accept_rate,cal_accepted_step_violation_rate,cal_accepted_count,n,accept_count,accept_rate,all_step_violation_rate,all_plan_failure_rate,accepted_step_violation_rate,accepted_plan_failure_rate,brier_step,ece_step,roc_auc_step
ensemble_uncertainty_penalty,violation_tail,0.1,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
ensemble_uncertainty_penalty,violation_tail,0.15,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
ensemble_uncertainty_penalty,violation_tail,0.2,test,0.9999999900000002,1.0,0.0273224043715847,1464.0,488,488,1.0,0.02459016393442623,0.33401639344262296,0.02459016393442623,0.33401639344262296,0.13934398360755737,0.13934326229508195,0.4411764705882353
oracle_mpc,combined,0.05,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.1,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.15,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
oracle_mpc,combined,0.2,test,0.4838855318651721,1.0,0.01366120218579235,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.3319672131147541,0.004106776180698152,0.33059548254620125,0.06403028818713427,0.09291892232442457,0.5303497942386831
prediction_calibrated_penalty,violation_tail,0.05,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.1,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.15,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
prediction_calibrated_penalty,violation_tail,0.2,test,0.9999999900000002,1.0,0.040300546448087435,1464.0,488,488,1.0,0.03483606557377049,0.29713114754098363,0.03483606557377049,0.29713114754098363,0.10245881147640983,0.10245801639344262,0.493318346446859
regret_only,violation_tail,0.05,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.1,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.15,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
regret_only,violation_tail,0.2,test,0.9999999900000002,1.0,0.009562841530054645,1464.0,488,488,1.0,0.0020491803278688526,0.05942622950819672,0.0020491803278688526,0.05942622950819672,0.02868846721411475,0.028687524590163938,0.486652977412731
robust_mpc,regret_cvar,0.05,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.1,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.15,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
robust_mpc,regret_cvar,0.2,test,0.2121612121481614,1.0,0.01912568306010929,1464.0,488,487,0.9979508196721312,0.004098360655737705,0.2889344262295082,0.004106776180698152,0.28952772073921973,0.013806842864049804,0.024342737496843195,0.39300411522633744
soda_like_fallback,pred_violation_rate,0.05,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.1,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.15,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
soda_like_fallback,pred_violation_rate,0.2,test,1.0,1.0,0.01980874316939891,1464.0,488,488,1.0,0.022540983606557378,0.040983606557377046,0.022540983606557378,0.040983606557377046,0.010245881148540982,0.01024683606557377,0.9947589098532496
sysid_mpc,combined,0.05,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.1,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.15,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
sysid_mpc,combined,0.2,test,0.9999999930504258,1.0,0.03210382513661202,1464.0,488,487,0.9979508196721312,0.030737704918032786,0.36065573770491804,0.030800821355236138,0.3613963039014374,0.07282006255065526,0.12457745273125362,0.4205778717406624
vanilla_mppi,regret_cvar,0.05,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.1,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.15,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
vanilla_mppi,regret_cvar,0.2,test,0.0189044915491614,1.0,0.02390710382513661,1464.0,488,488,1.0,0.018442622950819672,0.35040983606557374,0.018442622950819672,0.35040983606557374,0.01983470119422246,0.019873096476549893,0.5386221294363257
violation_tail_only,violation_tail,0.05,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.1,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.15,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
violation_tail_only,violation_tail,0.2,test,0.9999999900000002,1.0,0.0020491803278688526,1464.0,488,488,1.0,0.0,0.07172131147540983,0.0,0.07172131147540983,0.004098352460016393,0.004099352459016393,
